0.061897	-0.127873	0.156540	0.120615	-0.014448	-0.060411	-0.088753	0.054187	-0.089030	0.119649	-0.098205	-0.015325	-0.123066	-0.092463	-0.050669	-0.036494	0.050899	0.029483	0.131810	0.007177	0.076323	0.003325	0.081167	-0.033526	-0.068459	-0.127516	0.120704	0.074326	0.105067	-0.116045	-0.116538	-0.026210	-0.127963	0.048339	0.053941	0.157311	-0.153989	-0.086729	0.126468	-0.126235	0.017327	-0.045526	0.059266	0.111811	-0.108205	0.101766	0.077302	0.140254	-0.132038	-0.083313	-0.061407	0.025287	-0.152633	-0.084657	-0.149534	-0.130059	-0.133961	-0.148414	0.087064	-0.038147	-0.034132	0.045011	-0.013919	0.072051	0.084902	0.097977	0.135493	-0.105660	0.020276	0.136981	0.134884	-0.072015	-0.036224	0.031845	-0.114063	-0.127727	0.097221	-0.099521	0.130012	-0.138302	0.137995	-0.039702	-0.079430	0.125086	0.102027	0.136788	0.091451	-0.094069	-0.103174	0.131291	-0.097906	0.107999	-0.118378	-0.118098	0.091218	-0.135110	0.084045	-0.144380	-0.118670	-0.099507	
-0.142538	-0.055314	-0.047244	-0.118045	-0.054411	-0.110819	-0.092013	0.051729	-0.102894	0.137419	-0.014242	-0.009669	0.006797	0.085747	0.050343	0.062349	-0.091516	-0.015526	0.121369	0.113215	-0.020282	0.144969	-0.104301	-0.030088	-0.114270	-0.061201	0.124294	0.012036	0.108684	-0.062380	-0.095630	0.023838	0.117119	0.127591	-0.101637	0.142184	-0.063071	-0.093186	-0.145636	0.134891	0.047913	-0.113094	-0.140884	0.127820	-0.120143	0.126218	0.108465	-0.137410	-0.023148	0.071922	0.076354	0.118835	0.145123	0.112132	-0.095264	-0.038103	0.046717	0.074573	0.143527	0.087981	-0.139273	-0.040171	0.143878	-0.133234	0.064697	-0.037934	0.103006	0.145552	-0.144828	0.015749	0.142976	0.125841	0.117346	0.110518	-0.109816	-0.092742	0.138070	0.014352	-0.058667	0.113841	-0.067407	0.116654	0.092873	0.137345	-0.141495	-0.140259	0.087793	-0.099098	-0.087652	-0.097561	0.053858	-0.034320	-0.024424	0.031912	0.132767	0.142221	-0.029619	-0.116265	-0.100977	-0.087145	
-0.106782	-0.103326	0.048817	-0.138016	-0.106879	-0.150936	-0.143848	0.078022	0.098788	-0.107085	0.106847	-0.098979	-0.110405	-0.111160	-0.025102	0.118960	0.026404	0.037766	-0.072359	0.125469	-0.103175	-0.110782	-0.054266	-0.096438	-0.096333	-0.136051	-0.066216	-0.018909	-0.120121	0.068057	-0.131842	-0.008218	-0.146322	-0.071972	0.054779	-0.128277	-0.150889	-0.051654	0.146887	-0.046865	0.030857	0.035243	-0.099815	-0.131951	-0.083212	0.115179	-0.135400	-0.140686	-0.111450	0.131966	-0.066588	0.069921	-0.128188	-0.144737	-0.035992	0.127753	-0.086020	0.123975	0.091107	0.089900	-0.129104	-0.133657	0.132061	-0.075303	-0.084877	0.063547	-0.072044	0.095932	0.074280	0.103600	0.040075	-0.004074	-0.125248	-0.086794	0.146006	0.041996	0.018443	0.056530	-0.141974	0.114167	0.007898	-0.017565	0.147832	-0.078658	0.118899	0.125607	0.093583	0.016474	-0.132331	0.146968	0.102392	0.113890	-0.052298	-0.106434	0.135490	0.042400	-0.025722	-0.133246	0.032441	0.046881	
0.079699	0.069491	0.164601	0.057774	0.095918	0.106325	0.124743	-0.014434	-0.047660	0.121126	0.110390	0.146774	-0.089564	-0.004777	0.064270	0.031113	-0.051048	0.015284	-0.032311	0.117925	-0.105933	0.127876	-0.079896	0.109924	-0.056483	0.119121	0.145608	-0.124174	-0.223325	0.043223	0.091015	0.049125	0.137063	-0.110956	-0.016377	0.127405	-0.112047	0.034658	-0.118965	-0.124865	0.073866	0.049095	0.129287	-0.079240	-0.147345	0.050845	-0.089740	0.078943	0.016653	0.115393	-0.007907	-0.030534	0.101686	0.154624	0.154688	-0.017762	-0.150536	0.132789	0.162299	0.062031	0.064561	-0.000719	0.117983	0.122666	0.009880	-0.039730	-0.047819	-0.031070	-0.119114	-0.077921	0.171304	-0.129812	-0.073601	-0.091984	-0.090332	-0.088489	-0.117134	0.101063	-0.173719	-0.165564	-0.056051	-0.001913	-0.196313	0.152967	0.034974	0.094943	-0.013015	0.044807	0.058483	-0.127391	0.103706	0.055826	0.027294	0.111302	-0.054407	-0.056529	0.035684	-0.145398	-0.072124	0.009523	
0.056236	0.129024	0.129010	0.047806	0.095367	0.020577	-0.048004	0.060651	0.084698	0.059620	-0.167131	-0.037119	-0.078547	0.018507	-0.141428	0.052067	0.149223	-0.269514	-0.045710	-0.100122	-0.018619	-0.023783	0.024835	0.023673	0.017704	-0.113297	-0.011527	0.220567	0.131630	0.059213	0.129375	-0.031733	0.122315	-0.068497	-0.046068	0.082302	-0.090132	0.224939	-0.040601	0.034986	0.056040	0.157336	-0.066910	0.056329	0.136343	0.054553	0.077241	0.071651	0.316060	-0.062754	-0.030900	-0.101593	0.048131	-0.102128	0.096825	-0.041559	0.025466	0.042100	0.146228	-0.138165	-0.152929	-0.062722	-0.008500	-0.011148	0.058114	0.007092	-0.045780	-0.101627	0.033597	-0.025901	-0.026988	-0.012883	-0.008874	-0.051611	0.006101	-0.030417	-0.062411	-0.034347	0.016603	-0.031577	-0.044560	0.060113	-0.010779	0.061142	0.065254	-0.013538	-0.183383	-0.024291	0.059979	0.077001	-0.008171	-0.098132	0.064212	0.100578	0.097624	-0.106926	0.045521	-0.006336	0.050891	-0.034958	
0.149680	0.036878	0.005207	-0.060516	-0.070553	-0.005354	-0.002108	-0.081662	-0.147175	0.027297	-0.026976	0.064704	0.145985	-0.177084	0.105253	-0.039070	0.082637	0.011515	0.065911	0.014139	0.183228	0.011105	-0.019729	-0.147748	-0.125492	0.184419	0.026769	0.097019	-0.198798	0.045431	0.085345	0.177768	-0.159144	0.016736	-0.043266	-0.092656	0.152488	0.047404	-0.084153	0.038242	0.050266	0.167295	-0.146590	-0.083584	-0.056540	-0.081448	-0.070779	-0.040165	0.030712	-0.036888	-0.080261	0.098226	-0.027401	0.010917	-0.023781	-0.003379	0.096291	-0.045648	-0.067682	-0.106229	0.012699	0.110507	-0.091400	-0.099997	-0.209778	0.051313	0.055138	-0.003152	0.083230	0.091294	-0.139340	0.071026	0.144667	-0.087943	-0.127514	-0.060101	-0.117015	0.093130	-0.146505	0.063454	0.039659	-0.111363	-0.063625	0.009869	-0.103784	0.033680	0.001554	-0.061144	-0.100807	-0.113400	0.058866	0.141549	-0.063793	0.097842	-0.014184	0.097892	-0.049524	-0.090279	0.048342	0.071210	
0.073380	-0.069713	0.080936	-0.048586	-0.033865	-0.006503	0.034992	0.063664	-0.088974	0.039755	0.165209	0.072161	0.083297	-0.051451	0.095890	-0.003433	0.091918	0.090545	0.092760	-0.062856	0.109198	0.186161	0.061083	0.127977	0.186638	-0.075757	0.075920	0.147358	-0.117565	-0.032726	0.061945	0.032173	0.073282	0.108190	0.025003	-0.141828	-0.015935	-0.156047	-0.132035	-0.152300	0.036460	-0.149871	-0.061098	0.187590	-0.175522	0.036603	-0.079656	-0.040349	0.098758	-0.157072	-0.059438	-0.144132	-0.085553	0.051012	0.022584	-0.104287	-0.118640	-0.143399	-0.119704	0.067932	-0.078889	-0.039779	-0.048838	0.020581	0.025403	0.075989	0.152368	0.075696	0.008115	-0.048237	-0.131069	-0.092851	0.138916	-0.070335	-0.090493	-0.026500	-0.068589	-0.162529	0.136626	-0.136507	-0.010041	-0.076996	0.032563	0.149672	0.125288	-0.103376	-0.133416	0.140417	0.149106	0.103284	0.026675	-0.149668	-0.021796	-0.081544	-0.183337	0.073368	-0.063835	0.007934	0.086940	-0.072018	
0.039145	0.079553	0.087399	0.080600	-0.114587	0.087933	-0.053886	-0.060276	0.105633	0.108333	-0.183549	0.099712	-0.118048	0.026789	-0.098020	-0.007250	-0.191973	-0.044952	-0.030311	0.019753	0.059175	0.008186	-0.138657	-0.062997	-0.084969	0.008089	-0.124249	-0.107792	0.014423	0.003253	0.140677	-0.100614	-0.008493	-0.100320	0.083047	0.022242	0.165876	0.098964	-0.001130	-0.015469	-0.080593	-0.009658	0.074246	-0.033528	-0.076094	-0.122473	-0.040582	-0.084595	0.017476	0.037546	0.103865	0.109012	0.053269	-0.106096	-0.139796	0.129830	0.115191	0.089457	0.126512	0.106584	0.074753	0.113658	0.002228	0.050886	-0.030765	-0.103532	-0.007573	-0.112287	0.140023	-0.084425	0.135870	0.097246	0.165906	0.059787	0.023704	0.008221	0.009201	0.121231	0.009938	0.123639	0.064443	-0.147357	-0.026229	-0.120605	-0.137431	-0.061501	0.063832	-0.059610	-0.203739	0.122637	0.007328	-0.010803	0.048884	0.167496	0.100798	-0.088480	0.079135	-0.129786	-0.025764	0.135278	
-0.059435	-0.032197	0.159618	0.079159	0.004182	-0.066461	-0.035605	-0.111862	0.024466	0.040592	0.072837	-0.016317	0.060840	-0.014847	-0.043999	0.015010	0.003885	-0.084219	0.139572	0.070397	-0.024150	-0.012072	0.150350	-0.006544	-0.051936	-0.081658	-0.029465	-0.022980	-0.028580	0.089426	0.029533	0.135612	-0.056369	0.046597	-0.216876	0.062943	0.042497	-0.073135	-0.003652	0.020558	-0.219801	0.035382	0.041425	0.072887	-0.052972	0.038422	-0.094729	-0.061251	-0.021789	0.081019	0.042330	-0.041111	-0.066779	-0.063315	-0.010864	-0.039952	0.073793	0.066877	-0.050870	0.031586	-0.000642	0.002513	-0.084400	-0.187192	-0.005058	0.038134	0.046453	0.085790	-0.096978	0.008929	0.050136	-0.222931	-0.008827	0.031444	-0.045484	0.057826	-0.019812	0.016467	0.053543	0.072777	-0.205269	-0.003621	0.104698	0.065335	-0.034006	-0.030646	0.015547	-0.249969	0.017972	0.016338	0.031745	0.048387	0.119630	0.004737	0.035345	0.119672	0.167169	-0.001938	-0.048516	0.192434	
0.056477	0.068420	-0.096718	-0.090252	0.092165	0.093087	0.018162	0.161929	-0.005022	-0.071240	0.006486	-0.051155	0.054278	0.187531	-0.129058	-0.121145	0.030001	0.064563	-0.048657	-0.011892	-0.174919	0.033194	-0.021056	0.019932	-0.034463	-0.076230	-0.065871	0.063420	0.077400	-0.097076	-0.058017	-0.094982	-0.020344	0.031880	-0.049116	-0.100060	0.024371	0.051083	0.105545	-0.076033	-0.068519	-0.093485	0.081954	-0.054426	0.026533	0.093395	0.158836	0.112290	-0.021349	0.061162	0.089717	0.001115	-0.073096	-0.036291	-0.013951	-0.049326	0.092381	-0.037238	-0.045083	0.110936	-0.081603	-0.054111	-0.000617	0.089268	0.091708	0.032836	-0.026741	0.027824	-0.114856	-0.065194	-0.010005	-0.022329	-0.147156	-0.163452	0.073357	0.063857	0.052876	-0.078312	0.158566	-0.087268	-0.033247	0.020562	0.113485	0.080191	-0.058474	-0.107705	-0.085706	0.094218	0.051578	0.107863	-0.056844	-0.139793	-0.079199	0.020043	0.055765	-0.024842	0.021036	-0.060491	-0.023334	-0.022339	
